Let's circle back on this later.	Hãy quay lại vấn đề này sau. — hoãn thảo luận	Meetings	B1
Let's table that for now.	Hãy gác cái đó lại.  |  🔊 "table" trong Mỹ = postpone, không phải "đưa lên bàn"	Meetings	B1
Let's timebox this to [X] minutes.	Hãy giới hạn thời gian cho cái này là [X] phút.	Meetings	B1
Let's take this offline.	Hãy thảo luận riêng ngoài cuộc họp này.	Meetings	B1
Can we follow up on this async?	Chúng ta có thể theo dõi cái này qua Slack/email không?	Meetings	B1
I'll send a summary after the meeting.	Tôi sẽ gửi tóm tắt sau cuộc họp.	Meetings	B1
Could you...?	Bạn có thể...?  |  🔊 lịch sự hơn "Can you" — dùng khi nhờ vả	Phrases	B1
Would it be possible to...?	Liệu có thể...? — formal, nhờ điều quan trọng	Phrases	B1
I was wondering if...	Tôi đang tự hỏi liệu... — nhẹ nhàng, không áp đặt	Phrases	B1
We might want to...	Chúng ta có thể muốn... — đề xuất không chắc chắn	Phrases	B1
It might be worth...	Có thể đáng... — gợi ý khéo léo	Phrases	B1
I'd suggest...	Tôi đề xuất... — chuyên nghiệp	Phrases	B1
I'd recommend...	Tôi khuyến nghị... — tự tin hơn "I'd suggest"	Phrases	B1
cache  (Clear the cache and try again.)	cache, bộ nhớ đệm  |  🇺🇸 🇬🇧 /kæʃ/	Tech	B1
queue  (The message queue is backed up.)	hàng đợi  |  🇺🇸 /kju/  🇬🇧 /kjuː/	Tech	B1
deploy  (We're ready to deploy to production.)	triển khai (lên server)  |  🇺🇸 🇬🇧 /dɪˈplɔɪ/	Tech	B1
deployment  (The deployment failed at step 3.)	việc triển khai  |  🇺🇸 🇬🇧 /dɪˈplɔɪmənt/	Tech	B1
debug  (I'm still debugging this issue.)	debug, tìm và sửa lỗi  |  🇺🇸 🇬🇧 /diːˈbʌɡ/	Tech	B1
refactor  (We need to refactor this module.)	viết lại code cho sạch hơn  |  🔊 /riːˈfæktər/ — ree-FAK-ter, nhấn âm 2	Tech	B1
parameter  (What does this parameter do?)	tham số  |  🇺🇸 🇬🇧 /pəˈɹæm.ɪ.tə/	Tech	B1
exception  (An exception was thrown.)	ngoại lệ, lỗi runtime  |  🇺🇸 🇬🇧 /əkˈsɛpʃən/	Tech	B1
boolean  (Return a boolean value.)	boolean, đúng/sai  |  🔊 /ˈbuːliən/ — BOO-lee-un, không phải "bo-lean"	Tech	B1
integer  (Parse this string as an integer.)	số nguyên  |  🇺🇸 🇬🇧 /ˈɪn.tɪ.d͡ʒə(ɹ)/	Tech	B1
schema  (Update the database schema.)	cấu trúc dữ liệu  |  🇺🇸 🇬🇧 /ˈskiːmə/	Tech	B1
syntax  (There's a syntax error on line 42.)	cú pháp  |  🇺🇸 🇬🇧 /ˈsɪn.tæks/	Tech	B1
library  (Install this library first.)	thư viện (code)  |  🇺🇸 /ˈlaɪbɹəɹi/  🇬🇧 /ˈlaɪbɹi/	Tech	B1
framework  (Which framework are you using?)	framework, bộ khung  |  🇺🇸 🇬🇧 /ˈfɹeɪm.wɜːk/	Tech	B1
algorithm  (This algorithm is O(n log n).)	thuật toán  |  🇺🇸 /ˈælɡəˌɹɪðm̩/  🇬🇧 /ˈælɡəɹɪðm̩/	Tech	B1
asynchronous  (Use asynchronous calls here.)	bất đồng bộ  |  🇺🇸 🇬🇧 /eɪˈsɪŋkɹənəs/	Tech	B1
authentication  (Set up OAuth authentication.)	xác thực  |  🔊 /ɔːˌθentɪˈkeɪʃən/ — aw-then-tih-KAY-shun, nhấn âm 4	Tech	B1
configuration  (Update the configuration file.)	cấu hình  |  🔊 /kənˌfɪɡjʊˈreɪʃən/ — kun-fig-yuh-RAY-shun, nhấn âm 4	Tech	B1
documentation  (Write the documentation first.)	tài liệu  |  🇺🇸 🇬🇧 /ˌdɒkjʊmənˈteɪʃən/	Tech	B1
dependency  (Upgrade the dependency.)	thư viện phụ thuộc  |  🇺🇸 🇬🇧 /dɪˈpɛndənsi/	Tech	B1
migration  (Run the database migration.)	migration, di chuyển dữ liệu  |  🇺🇸 🇬🇧 /maɪˈɡɹeɪʃ(ə)n/	Tech	B1
deprecated  (This method is deprecated.)	đã lỗi thời, không dùng nữa  |  🇺🇸 🇬🇧 /ˈdɛp.ɹə.keɪt.ɪd/	Tech	B1
middleware  (Add auth middleware to the pipeline.)	middleware, tầng trung gian  |  🔊 /ˈmɪdlweər/ — MID-ul-wair, nhấn âm 1	Tech	B1
concurrent  (Handle concurrent requests.)	đồng thời, song song  |  🇺🇸 🇬🇧 /kɒŋˈkʌɹənt/	Tech	B1
scalable  (Is this architecture scalable?)	có thể mở rộng  |  🔊 /ˈskeɪləbl/ — SKAY-luh-bul, nhấn âm 1	Tech	B1
payload  (Check the request payload.)	dữ liệu gửi/nhận  |  🇺🇸 🇬🇧 /ˈpeɪloʊd/	Tech	B1
timeout  (The request hit a timeout.)	hết thời gian chờ  |  🇺🇸 🇬🇧 /ˈtaɪm.aʊt/	Tech	B1
variable  (Declare a variable.)	biến  |  🇺🇸 /ˈvæɹ.i.ə.bl̩/  🇬🇧 /ˈvɛəɹ.i.ə.bl̩/	Tech	B1
temporary  (This is a temporary fix.)	tạm thời  |  🇺🇸 /ˈtɛmpəˌɹɛɹi/  🇬🇧 /ˈtɛmpəɹi/	Vocabulary	B1
appropriate  (Is this approach appropriate?)	phù hợp, thích hợp  |  🔊 /əˈproʊpriɪt/ — uh-PROH-pree-it, nhấn âm 2	Vocabulary	B1
alternative  (Do you have an alternative?)	phương án thay thế  |  🇺🇸 /ɔl.ˈtɝ.nə.tɪv/  🇬🇧 /ɒl.ˈtɜː(ɹ).nə.tɪv/	Vocabulary	B1
automatically  (It runs automatically every night.)	tự động  |  🇺🇸 🇬🇧 /ˈɔːtəʊˌmæt.ɪk(.ə)li/	Tech	B1
eventually  (It will eventually cause issues.)	cuối cùng, dần dần  |  🇺🇸 /ɪ.ˈvɛn.t͡ʃu.li/  🇬🇧 /ɪ.ˈvɛn.tjʊ.li/	Vocabulary	B1
immediately  (Fix this immediately.)	ngay lập tức  |  🇺🇸 🇬🇧 /əˈmiːdi.ətli/	Vocabulary	B1
efficiently  (We need to do this more efficiently.)	hiệu quả  |  🔊 /ɪˈfɪʃəntli/ — ih-FISH-unt-lee, nhấn âm 2	Vocabulary	B1
significant  (A significant performance drop.)	đáng kể, quan trọng  |  🇺🇸 🇬🇧 /sɪɡˈnɪ.fɪ.kənt/	Vocabulary	B1
determine  (We need to determine the root cause.)	xác định  |  🇺🇸 /dɪˈtɝmɪn/  🇬🇧 /dɪˈtɜːmɪn/	Tech	B1
implementation  (The implementation is complete.)	việc triển khai, cách làm  |  🔊 /ˌɪmpləmenˈteɪʃən/ — im-pluh-men-TAY-shun, nhấn âm 4	Tech	B1
relatively  (This is relatively straightforward.)	tương đối  |  🇺🇸 🇬🇧 [ˈɹɛl.ə.tʰɪv.li]	Vocabulary	B1
orchestration  (Container orchestration with K8s.)	điều phối (containers)  |  🔊 /ˌɔːrkɪˈstreɪʃən/ — or-kih-STRAY-shun, nhấn âm 3	Tech	B1
Just a heads up: [X].	Chỉ để báo trước: [X]. — thông báo sớm trước khi có vấn đề	Slack	B1
Any updates on [X]?	Có cập nhật gì về [X] không? — check tiến độ qua Slack	Slack	B1
Still on track for [deadline]?	Vẫn đúng tiến độ cho [deadline] không?	Slack	B1
ETA on this?	Dự kiến xong khi nào? — Estimated Time of Arrival	Slack	B1
Working on it.	Đang làm. — trả lời nhanh khi bị hỏi	Slack	B1
Looping in [person] here.	Kéo [người] vào đây để họ nắm được. — add người vào thread	Slack	B1
Quick question: [X]?	Câu hỏi nhanh: [X]? — mở đầu khi hỏi ngắn	Slack	B1
Just checking in on [X].	Chỉ check xem [X] thế nào. — follow up nhẹ nhàng	Slack	B1
This is blocking me — [X].	Cái này đang chặn tôi — [X]. — báo blocker qua Slack	Slack	B1
Marking this as WIP.	Đánh dấu cái này là đang làm. — Work In Progress	Slack	B1
I'll wrap up [X] by [time].	Tôi sẽ hoàn thành [X] trước [giờ]. — cam kết thời gian	Slack	B1
Let me know if you need anything.	Cho tôi biết nếu bạn cần gì. — kết thúc message thân thiện	Slack	B1
Happy to jump on a call if that's easier.	Sẵn sàng gọi nếu dễ hơn. — khi chat quá dài	Slack	B1
Following up on my previous message.	Theo dõi tin nhắn trước của tôi. — nhắc lại khi chưa có reply	Slack	B1
As discussed, [X].	Như đã thảo luận, [X]. — email/Slack sau meeting	Slack	B1
Going forward, [X].	Từ giờ trở đi, [X]. — thông báo thay đổi quy trình	Slack	B1
I'll be OOO on [date].	Tôi sẽ nghỉ ngày [date]. — OOO = Out Of Office	Slack	B1
Pushing this to the next sprint.	Dời cái này sang sprint sau.	Slack	B1
Let's keep this in the backlog for now.	Hãy để cái này trong backlog tạm thời.	Slack	B1
Reach out if you have any questions.	Liên hệ nếu có câu hỏi. — kết thúc email/message	Slack	B1
Per our conversation, [X].	Theo cuộc trò chuyện của chúng ta, [X]. — formal follow-up	Slack	B1
+1 on that.	Tôi đồng ý. — cách đồng ý nhanh trong Slack/comment	Slack	B1
ping me when it's done	nhắn tôi khi xong — rất thông dụng trong Slack	Slack	B1
let's sync up on this	hãy cùng nói chuyện về cái này — đề xuất gặp/gọi ngắn	Slack	B1
Thanks for making time for this.	Cảm ơn bạn đã dành thời gian.  |  mở đầu meeting với khách hàng — tự nhiên hơn "Thank you for your time"	Meetings	B1
Let me pull up my screen.	Để tôi mở màn hình lên.  |  🔊 "pull up" = mở/hiện lên — dùng khi share screen trong call	Meetings	B1
Just to make sure I understand correctly...	Để chắc chắn tôi hiểu đúng... — xác nhận lại yêu cầu khách hàng	Meetings	B1
We'll get back to you on that by [Friday].	Chúng tôi sẽ phản hồi về vấn đề đó trước [thứ 6].  |  dùng "we" không phải "I" khi nói thay team	Meetings	B1
How's everything going on your end?	Mọi thứ bên bạn thế nào rồi? — mở đầu meeting nhẹ nhàng, tự nhiên hơn "How about you?"	Meetings	B1
That's a great point — let me check with my team.	Điểm hay đó — để tôi xác nhận với team.  |  câu giờ lịch sự khi không chắc câu trả lời	Meetings	B1
Here's a quick update on [X].	Đây là cập nhật nhanh về [X]. — mở đầu Slack message báo cáo tiến độ	Meetings	B1
I'll drop the details in the chat.	Tôi sẽ gửi chi tiết vào chat.  |  🔊 "drop" ở đây = gửi/để vào — dùng trong call khi share link	Meetings	B1
Does that make sense so far?	Đến đây có rõ không? — hỏi sau khi giải thích, lịch sự hơn "Do you understand?"	Meetings	B1
I'll keep you posted.	Tôi sẽ cập nhật cho bạn biết.  |  = "I'll keep you in the loop" — kết thúc meeting/message	Meetings	B1
We should have it resolved by [tomorrow].	Chúng tôi sẽ giải quyết xong trước [ngày mai].  |  "should have it resolved" nghe chuyên nghiệp hơn "will fix it"	Meetings	B1
It's just a small delay.	Chỉ là delay nhỏ thôi. — trấn an khách hàng khi bị hỏi về timeline	Meetings	B1
deadline  (We need to meet the deadline.)	thời hạn, hạn chót  |  🇺🇸 🇬🇧 /ˈdɛdˌlaɪn/	Vocabulary	B1
feedback  (Please share your feedback.)	phản hồi, nhận xét  |  🇺🇸 🇬🇧 /ˈfiːdˌbæk/	Vocabulary	B1
pipeline  (The CI/CD pipeline failed.)	quy trình tự động  |  🇺🇸 🇬🇧 /ˈpaɪpˌlaɪn/	Tech	B1
bottleneck  (This is a bottleneck in our system.)	nút thắt, điểm nghẽn  |  🔊 /ˈbɒtlnek/ — BOT-ul-nek, nhấn âm 1	Tech	B1
Can you take a look at this?	Bạn có thể xem qua cái này không? — nhờ nhẹ qua Slack	Slack	B1
Let me know if you're blocked.	Cho tôi biết nếu bạn bị block. — check in teammate qua Slack	Slack	B1
I'll defer to your judgment on this.	Tôi để bạn quyết định cái này. — nhường quyết định trong meeting	Meetings	B1
Just to recap what we agreed on:	Tóm tắt lại những gì chúng ta đã đồng ý: — kết thúc meeting	Meetings	B1
Does this approach make sense?	Cách tiếp cận này có hợp lý không? — hỏi ý kiến trong code review	Phrases	B1
I'll flag this as a potential risk.	Tôi sẽ đánh dấu đây là rủi ro tiềm ẩn. — code review / planning	Phrases	B1
achieve  (We achieved our sprint goal.)	đạt được, hoàn thành  |  🇺🇸 🇬🇧 /əˈtʃiːv/	Vocabulary	B1
adapt  (We need to adapt our approach.)	thích nghi, điều chỉnh  |  🇺🇸 🇬🇧 /əˈdæpt/	Vocabulary	B1
analyze  (Let me analyze the logs.)	phân tích  |  🇺🇸 🇬🇧 /ˈæn.ə.laɪz/	Vocabulary	B1
apply  (Apply the patch and restart.)	áp dụng  |  🇺🇸 🇬🇧 /əˈplaɪ/	Vocabulary	B1
confirm  (Can you confirm the deployment?)	xác nhận  |  🇺🇸 /kənˈfɝm/  🇬🇧 /kənˈfɜːm/	Vocabulary	B1
evaluate  (We need to evaluate the options.)	đánh giá  |  🇺🇸 /ɪ̈ˈvaljəˌweɪt/  🇬🇧 /ɨˈvaljʊeɪt/	Vocabulary	B1
identify  (Identify the root cause first.)	xác định, tìm ra  |  🇺🇸 🇬🇧 /aɪˈdɛn.tɪ.faɪ/	Vocabulary	B1
indicate  (The logs indicate a memory leak.)	cho thấy, chỉ ra  |  🇺🇸 🇬🇧 /ˈɪndɪkeɪt/	Vocabulary	B1
involve  (This task involves three teams.)	liên quan, bao gồm  |  🇺🇸 /ɪnˈvɑlv/  🇬🇧 /ɪnˈvɒlv/	Vocabulary	B1
maintain  (We need to maintain backward compat.)	duy trì  |  🇺🇸 🇬🇧 /meɪnˈteɪn/	Vocabulary	B1
modify  (Modify the config file.)	chỉnh sửa, thay đổi  |  🇺🇸 /ˈmɑdɪfaɪ/  🇬🇧 /ˈmɒdɪfaɪ/	Vocabulary	B1
monitor  (Monitor the CPU usage.)	giám sát, theo dõi  |  🇺🇸 🇬🇧 /ˈmɒnɨtə/	Vocabulary	B1
optimize  (We should optimize this query.)	tối ưu hóa  |  🇺🇸 /ˈɑptɪmaɪz/  🇬🇧 /ˈɒptɪmaɪz/	Vocabulary	B1
resolve  (We resolved the issue overnight.)	giải quyết  |  🇺🇸 /ɹɪˈzɑlv/  🇬🇧 /ɹiːˈzɒlv/	Vocabulary	B1
validate  (Validate the input before saving.)	kiểm tra tính hợp lệ  |  🇺🇸 /ˈvæl.ə.deɪt/  🇬🇧 /ˈvæl.ɪ.deɪt/	Vocabulary	B1
verify  (Please verify the test results.)	xác minh, kiểm tra  |  🔊 /ˈverɪfaɪ/ — VER-ih-fy, nhấn âm 1	Vocabulary	B1
generate  (This script generates the report.)	tạo ra, sinh ra  |  🇺🇸 /ˈdʒɛn.ə.ɹeɪt/  🇬🇧 /ˈdʒɛn.əɹ.eɪt/	Vocabulary	B1
handle  (Handle the edge cases carefully.)	xử lý, giải quyết  |  🇺🇸 🇬🇧 /ˈhæn.dl/	Vocabulary	B1
provide  (Can you provide more context?)	cung cấp  |  🇺🇸 🇬🇧 /pɹəˈvaɪd/	Vocabulary	B1
submit  (Submit a pull request when done.)	gửi, nộp  |  🇺🇸 🇬🇧 /səbˈmɪt/	Vocabulary	B1
accurate  (The data must be accurate.)	chính xác  |  🇺🇸 🇬🇧 /ˈæk.jə.ɹɪt/	Vocabulary	B1
consistent  (Keep the naming consistent.)	nhất quán  |  🇺🇸 🇬🇧 /kənˈsɪstənt/	Vocabulary	B1
efficient  (This is a more efficient solution.)	hiệu quả  |  🇺🇸 🇬🇧 /əˈfɪʃənt/	Vocabulary	B1
flexible  (The design needs to be flexible.)	linh hoạt  |  🇺🇸 🇬🇧 /ˈflɛk.sə.bəl/	Vocabulary	B1
minimal  (Use a minimal configuration.)	tối thiểu, nhỏ nhất  |  🇺🇸 🇬🇧 /mɪnəməl/	Vocabulary	B1
reliable  (We need a more reliable approach.)	đáng tin cậy  |  🇺🇸 🇬🇧 /ɹɪˈlaɪəbəl/	Vocabulary	B1
suitable  (Is this approach suitable?)	phù hợp  |  🇺🇸 🇬🇧 /ˈsuːtəbl/	Vocabulary	B1
valid  (Is this a valid configuration?)	hợp lệ, chính xác  |  🇺🇸 🇬🇧 /ˈvælɪd/	Vocabulary	B1
stable  (The system is now stable.)	ổn định  |  🇺🇸 🇬🇧 /ˈsteɪ.bəɫ/	Vocabulary	B1
logical  (Is this the most logical approach?)	hợp lý, logic  |  🇺🇸 /ˈlɑdʒɪkəɫ/  🇬🇧 /ˈlɒdʒɪkəɫ/	Vocabulary	B1
approach  (We need a different approach.)	hướng tiếp cận, cách  |  🇺🇸 /əˈpɹoʊt͡ʃ/  🇬🇧 /əˈpɹəʊt͡ʃ/	Vocabulary	B1
aspect  (Consider all aspects of the problem.)	khía cạnh  |  🇺🇸 🇬🇧 /ˈæspɛkt/	Vocabulary	B1
context  (We need more context here.)	ngữ cảnh, bối cảnh  |  🇺🇸 /ˈkɑːntɛkst/  🇬🇧 /ˈkɒntɛkst/	Vocabulary	B1
criteria  (What are the acceptance criteria?)	tiêu chí  |  🇺🇸 🇬🇧 /kɹaɪˈtɪəɹ.i.ə/	Vocabulary	B1
impact  (What is the impact on performance?)	tác động  |  🔊 /ˈɪmpækt/ — IM-pakt, nhấn âm 1 (noun)	Vocabulary	B1
method  (Which method did you use?)	phương pháp, hàm  |  🇺🇸 🇬🇧 /ˈmɛθəd/	Vocabulary	B1
pattern  (This is a common design pattern.)	mẫu thiết kế  |  🇺🇸 /ˈpætəɹn/  🇬🇧 /ˈpat(ə)n/	Vocabulary	B1
scope  (That is out of scope for this sprint.)	phạm vi  |  🇺🇸 🇬🇧 /ˈskoʊp/	Vocabulary	B1
strategy  (What is our testing strategy?)	chiến lược  |  🇺🇸 🇬🇧 /ˈstɹætədʒi/	Vocabulary	B1
solution  (Do you have a solution in mind?)	giải pháp  |  🇺🇸 🇬🇧 /səˈl(j)uːʃən/	Vocabulary	B1
structure  (Refactor the code structure.)	cấu trúc  |  🇺🇸 /ˈstɹʌktʃɚ/  🇬🇧 /ˈstɹʌktʃə(ɹ)/	Vocabulary	B1
version  (Which version are you running?)	phiên bản  |  🇺🇸 /ˈvɝʒən/  🇬🇧 /ˈvɜːʃən/	Vocabulary	B1
workflow  (Walk me through the workflow.)	quy trình làm việc  |  🇺🇸 🇬🇧 /ˈwɜːkfləʊ/	Vocabulary	B1
target  (Our target is 99.9% uptime.)	mục tiêu  |  🇺🇸 /ˈtɑɹɡɪt/  🇬🇧 /tɑːɡɪt/	Vocabulary	B1
allocate  (Allocate more memory to the process.)	cấp phát, phân bổ  |  🇺🇸 🇬🇧 /ˈæl.ə.keɪt/	Tech	B1
compile  (The code fails to compile.)	biên dịch  |  🇺🇸 /kəmˈpaɪl/  🇬🇧 /kəmpʌɪl/	Tech	B1
execute  (Execute the script manually.)	thực thi, chạy  |  🇺🇸 🇬🇧 /ˈɛksɪˌkjuːt/	Tech	B1
filter  (Filter the results by date.)	lọc, bộ lọc  |  🇺🇸 /ˈfɪltɚ/  🇬🇧 /ˈfɪltə/	Tech	B1
initialize  (Initialize the database on startup.)	khởi tạo  |  🔊 /ɪˈnɪʃəlaɪz/ — ih-NISH-uh-lyze, nhấn âm 2	Tech	B1
install  (Install the dependencies first.)	cài đặt  |  🇺🇸 🇬🇧 /ɪnˈstɔːl/	Tech	B1
merge  (Merge the feature branch into main.)	gộp, hợp nhất  |  🇺🇸 /mɝdʒ/  🇬🇧 /mɜːdʒ/	Tech	B1
parse  (Parse the JSON response.)	phân tích cú pháp  |  🇺🇸 /pɑɹs/  🇬🇧 /pɑːz/	Tech	B1
query  (Query the database for active users.)	truy vấn  |  🇺🇸 🇬🇧 /ˈkwɪə.ɹi/	Tech	B1
render  (The component fails to render.)	hiển thị, vẽ  |  🇺🇸 /ˈɹɛn.dɚ/  🇬🇧 /ˈɹɛn.də/	Tech	B1
trigger  (What triggers this event?)	kích hoạt, gây ra  |  🇺🇸 🇬🇧 /ˈtɹɪɡə/	Tech	B1
upload  (Upload the file to S3.)	tải lên  |  🇺🇸 🇬🇧 /əpˈləʊd/	Tech	B1
design  (Who designed this architecture?)	thiết kế  |  🇺🇸 🇬🇧 /dɪˈzaɪn/	Tech	B1
detect  (The test detects memory leaks.)	phát hiện  |  🇺🇸 🇬🇧 /dɪˈtɛkt/	Tech	B1
expand  (Expand the function to handle errors.)	mở rộng  |  🇺🇸 🇬🇧 /ɛkˈspænd/	Tech	B1
load  (The page takes too long to load.)	tải, load  |  🇺🇸 /loʊd/  🇬🇧 /ləʊd/	Tech	B1
log  (Check the error logs.)	nhật ký, log  |  🇺🇸 🇬🇧 /lɑɡ/	Tech	B1
